 0.0        36.219995        25.681036        20.188020        16.363238        15.300000
 0.1        29.793241        21.674328        17.273260        15.008507        15.628014
 0.2        16.600178        16.906584        14.855388        14.402484        16.574020
 0.3         3.397446        13.043910        13.347701        14.592767        17.996189
 0.4         0.917836        10.724987        12.833555        15.566829        19.601409
 0.5         0.572344         9.794587        13.305682        17.226529        20.964267
 0.6         0.500062        10.054114        14.771463        19.286985        21.662464
 0.7         0.562808        11.566624        17.155944        21.228590        21.462575
 0.8         0.877067        14.579662        20.064064        22.439361        20.432462
 0.9         2.988515        18.995493        22.681026        22.495378        18.908169
 1.0        15.625911        23.662613        24.081186        21.376418        17.336018
 1.1        29.121032        26.748648        23.726311        19.476345        16.093974
 1.2        36.060383        26.941773        21.754762        17.402240        15.405835
 1.3        34.439228        24.159806        18.908563        15.691075        15.362108
 1.4        24.700986        19.586999        16.129182        14.649122        15.967668
 1.5         9.977360        15.055269        14.080266        14.386808        17.145640
 1.6         1.618085        11.849522        13.003227        14.921732        18.692690
 1.7         0.707053        10.167412        12.916956        16.213541        20.249134
 1.8         0.522562         9.763992        13.819427        18.096422        21.368552
 1.9         0.509976        10.542689        15.705700        20.180226        21.689388
 2.0         0.648041        12.677089        18.392284        21.875755        21.102938
 2.1         1.276931        16.361996        21.292179        22.617163        19.806291
 2.2         7.203509        21.093927        23.482946        22.139461        18.206985
 2.3        22.039858        25.295621        24.151228        20.614427        16.740083
 2.4        33.111382        27.223854        23.037035        18.562385        15.719814
 2.5        36.437593        26.057099        20.571286        16.592006        15.305828
 2.6        31.101483        22.292159        17.645892        15.147341        15.547247
 2.7        18.602634        17.515541        15.128509        14.437376        16.416577
 2.8         4.484070        13.469919        13.490635        14.521589        17.788836
 2.9         1.018782        10.946578        12.844985        15.394530        19.392262
 3.0         0.595192         9.847562        13.185976        16.974468        20.813596
 3.1         0.501652         9.951807        14.520259        19.007024        21.619250
 3.2         0.545583        11.284866        16.796107        21.000259        21.541556
 3.3         0.804674        14.088197        19.673795        22.339416        20.606919
 3.4         2.332908        18.358049        22.385502        22.559780        19.122927
 3.5        13.583145        23.094670        23.990979        21.581857        17.532459
 3.6        27.632855        26.488018        23.876698        19.752218        16.230236
 3.7        35.613904        27.099466        22.087249        17.666242        15.461030
 3.8        35.155577        24.668774        19.301865        15.883907        15.329927
 3.9        26.382970        20.231417        16.465850        14.743627        15.851632
 4.0        11.979359        15.596453        14.298112        14.375608        16.962013
 4.1         1.962059        12.183341        13.088818        14.805482        18.477524
 4.2         0.757413        10.311906        12.871773        16.002493        20.057981
 4.3         0.534305         9.750305        13.642194        17.823873        21.260068
 4.4         0.504433        10.367303        15.401884        19.912112        21.699853
 4.5         0.616361        12.305582        18.005948        21.695310        21.228772
 4.6         1.117564        15.789684        20.926762        22.587453        20.005810
 4.7         5.569249        20.454424        23.266285        22.271272        18.420315
 4.8        20.142063        24.836886        24.166655        20.860726        16.914257
 4.9        32.039636        27.141216        23.278501        18.842448        15.822452
 5.0        36.499111        26.385664        20.946509        16.830412        15.323302
 5.1        32.279704        22.891833        18.026388        15.299332        15.477677
 5.2        20.552752        18.139087        15.417684        14.486333        16.268219
 5.3         5.895963        13.924176        13.651192        14.464398        17.585787
 5.4         1.147999        11.193311        12.873742        15.234940        19.179952
 5.5         0.622642         9.921320        13.083818        16.730766        20.651823
 5.6         0.505424         9.870766        14.286070        18.726585        21.560017
 5.7         0.531566        11.029242        16.447590        20.760176        21.605003
 5.8         0.745834        13.624241        19.280907        22.219160        20.771493
 5.9         1.878367        17.730265        22.069971        22.602408        19.335897
 6.0        11.547666        22.502377        23.869447        21.771905        17.734221
 6.1        26.032750        26.176539        23.996581        20.023648        16.376100
 6.2        35.015274        27.201581        22.401768        17.935961        15.527590
 6.3        35.721974        25.141095        19.694671        16.088369        15.309351
 6.4        27.959914        20.872986        16.815002        14.851876        15.746139
 6.5        14.019325        16.161120        14.533214        14.378525        16.785770
 6.6         2.453267        12.545077        13.191910        14.702898        18.263677
 6.7         0.818852        10.479226        12.843939        15.802778        19.860079
 6.8         0.548974         9.756942        13.482577        17.556383        21.137790
 6.9         0.501132        10.214966        15.113550        19.638661        21.693793
 7.0         0.589958        11.962134        17.625829        21.498750        21.341004
 7.1         0.995189        15.240133        20.551051        22.535784        20.198869
 7.2         4.224536        19.810475        23.023468        22.383223        18.635226
 7.3        18.179366        24.340187        24.149493        21.096128        17.095974
 7.4        30.833164        27.002678        23.493724        19.122863        15.935701
 7.5        36.404255        26.664173        21.311311        17.077673        15.352392
 7.6        33.322006        23.468729        18.413004        15.464213        15.419440
 7.7        22.434868        18.773625        15.722306        14.549312        16.129359
 7.8         7.581870        14.406194        13.829362        14.421249        17.387852
 7.9         1.317130        11.465926        12.919850        15.088357        18.965566
 8.0         0.655579        10.016206        12.999158        16.496254        20.479905
