Per Vo=             0.10  N=        6
Per Vo=             1.00  N=        5
Per Vo=             1.50  N=        5
Per Vo=             2.50  N=       14
Per Vo=             2.51  N=       20
Per Vo=             2.52  N=       47
Per Vo=             2.54  N=       24
Per Vo=             2.55  N=       18
Per Vo=             2.70  N=       12
Per Vo=             3.00  N=        5
