      #N                  I1                      Error                      I2                      Error                      I3                      Error                      I4                      Error                      I5                      Error
   115000          1.571343685882            0.001315303752            6.265562424794            0.019629176330            0.433169059333            0.001023776891            1.420834462813            0.002566228103            6.234915106488            0.006346628426
   116000          1.571298345356            0.001309448383            6.265054292499            0.019540749237            0.433160943480            0.001019177057            1.420854806239            0.002554698027            6.235142822886            0.006318844919
   117000          1.571377868787            0.001303703425            6.265053279630            0.019460062508            0.433353794200            0.001014946853            1.420371401170            0.002544094480            6.235765605044            0.006290333267
   118000          1.571455289815            0.001297990116            6.267037617071            0.019380640318            0.433341509474            0.001010632684            1.420402194411            0.002533280460            6.235617679967            0.006264071381
   119000          1.571387174699            0.001292296784            6.268040309276            0.019299445973            0.433160746562            0.001006357226            1.420855299838            0.002522563478            6.235866936235            0.006237776777
   120000          1.571247777423            0.001287157711            6.268848390775            0.019220301715            0.433022759540            0.001002144331            1.421201182010            0.002512003316            6.236376163528            0.006211523988
   121000          1.571194021452            0.001281916730            6.268635786146            0.019141195568            0.432918956469            0.000997896972            1.421461377722            0.002501356764            6.236929467785            0.006184297384
   122000          1.570979100352            0.001276879446            6.268256901664            0.019060632089            0.432898140444            0.000993865342            1.421513555759            0.002491250967            6.236812187586            0.006158183645
   123000          1.570924139285            0.001271438635            6.270127745803            0.018983904929            0.433012587693            0.000989966648            1.421226679049            0.002481478392            6.235461417187            0.006136068174
   124000          1.570871557305            0.001266399828            6.269904094485            0.018907583872            0.432960152560            0.000985952305            1.421358114436            0.002471415926            6.235202139962            0.006111465401
   125000          1.570695621663            0.001261412480            6.270219716006            0.018828356665            0.432980300888            0.000982141581            1.421307610067            0.002461863856            6.234513726758            0.006086807197
   126000          1.570642522143            0.001256530791            6.271828501181            0.018756857768            0.432913964319            0.000978142592            1.421473891185            0.002451839877            6.233998812187            0.006063843298
   127000          1.570379225014            0.001252174545            6.271020413168            0.018682038097            0.432834044276            0.000974278389            1.421674221026            0.002442153758            6.233642310164            0.006039451217
   128000          1.570331504442            0.001247221258            6.271886616215            0.018607781406            0.432730288406            0.000970383734            1.421934298423            0.002432391305            6.234170583816            0.006015649089
   129000          1.570366027347            0.001242268342            6.272470189364            0.018537233100            0.432713931809            0.000966687307            1.421975298332            0.002423125737            6.234172946572            0.005991585948
   130000          1.570318443396            0.001237343321            6.272817516952            0.018465162248            0.432764004874            0.000962949570            1.421849783771            0.002413756618            6.234892598521            0.005967599277
   131000          1.570027904146            0.001233273927            6.273632621896            0.018394867671            0.432887450014            0.000959441728            1.421540352692            0.002404963764            6.235363464682            0.005945306345
   132000          1.570054585958            0.001228603496            6.274460185530            0.018325265405            0.433007151947            0.000955872177            1.421240304443            0.002396016225            6.235997675622            0.005922994303
   133000          1.570034227121            0.001224120034            6.273187306020            0.018255786315            0.433007149708            0.000952279105            1.421240310055            0.002387009731            6.236489751202            0.005900051303
   134000          1.570104728084            0.001219448704            6.271360075502            0.018183423428            0.432933103669            0.000948728641            1.421425915951            0.002378110036            6.236792979936            0.005877697963
   135000          1.570039505258            0.001215358068            6.271565327905            0.018117560690            0.432827438986            0.000945040214            1.421690778032            0.002368864522            6.236582148059            0.005853790527
   136000          1.569978248417            0.001211001092            6.270014134403            0.018049276724            0.432783064948            0.000941623414            1.421802007251            0.002360299875            6.237349194930            0.005830739727
   137000          1.569991453889            0.001206471079            6.270861832644            0.017982466798            0.432876484864            0.000938213515            1.421567838247            0.002351752524            6.237869941994            0.005808458703
   138000          1.570030306012            0.001202233022            6.268981400365            0.017915657375            0.432774787369            0.000934781171            1.421822756065            0.002343148913            6.238246597485            0.005786334490
   139000          1.570097805682            0.001197873217            6.269018051606            0.017853089847            0.432892272156            0.000931519959            1.421528265375            0.002334974268            6.238981049636            0.005764352195
   140000          1.570168092547            0.001193584157            6.270174542871            0.017788757600            0.432977578637            0.000928274534            1.421314433739            0.002326839194            6.239253466710            0.005742827865
   141000          1.570309147281            0.001189459838            6.269584664197            0.017726162741            0.432959939375            0.000924962653            1.421358648811            0.002318537540            6.239247812879            0.005723053036
   142000          1.570137305268            0.001185722416            6.266269377004            0.017660283495            0.433067600164            0.000921598591            1.421088783234            0.002310105086            6.239010523005            0.005703867145
   143000          1.569980851108            0.001181624306            6.267628555588            0.017599531433            0.433022705477            0.000918413487            1.421201317525            0.002302121215            6.239097298030            0.005683485200
   144000          1.569958411410            0.001177634511            6.267028806103            0.017538862645            0.433007775752            0.000915241736            1.421238740795            0.002294170814            6.240186759456            0.005661975360
   145000          1.569815978687            0.001173486522            6.269708733411            0.017481498727            0.432913332713            0.000911977275            1.421475474388            0.002285988023            6.239794004863            0.005642868457
   146000          1.569764805412            0.001169391043            6.272100836691            0.017422464282            0.432912022854            0.000908787922            1.421478757718            0.002277993502            6.239618097806            0.005624235723
   147000          1.569740994816            0.001165490516            6.270860423336            0.017361309401            0.432950810389            0.000905795969            1.421381531785            0.002270493787            6.240563291893            0.005603941140
   148000          1.569609793957            0.001161794558            6.271236348646            0.017301875201            0.432986054811            0.000902622750            1.421293187120            0.002262539707            6.240345203974            0.005585435334
   149000          1.569796605220            0.001157513540            6.272199047211            0.017243380386            0.432960712458            0.000899675420            1.421356710979            0.002255151847            6.239264155528            0.005567808534
   150000          1.569893472581            0.001153642896            6.271979927365            0.017185393439            0.433122045626            0.000896793211            1.420952308700            0.002247927218            6.239146888049            0.005549209943
   151000          1.569923680705            0.001149652283            6.272047563211            0.017127383228            0.433117647042            0.000893917528            1.420963334315            0.002240718951            6.238603749496            0.005530807340
   152000          1.569888159175            0.001145990147            6.273018994872            0.017071653428            0.433101390475            0.000890972380            1.421004083484            0.002233336561            6.238125402832            0.005513028251
   153000          1.569989666824            0.001141919266            6.274866126578            0.017017332772            0.433150750895            0.000887976452            1.420880355261            0.002225826881            6.238649153484            0.005494783258
   154000          1.569960668531            0.001138121463            6.276325967601            0.016962589089            0.433128364816            0.000885089905            1.420936468839            0.002218591383            6.239009723798            0.005477353937
   155000          1.570095134955            0.001134479321            6.274101978990            0.016905723220            0.433207457533            0.000882238564            1.420738212799            0.002211444129            6.239493677101            0.005458999419
   156000          1.569986777107            0.001131283653            6.272994065427            0.016849229014            0.433326503529            0.000879375814            1.420439808738            0.002204268280            6.239237108081            0.005441802046
   157000          1.569862442514            0.001127629188            6.273432548793            0.016795790259            0.433325418827            0.000876480938            1.420442527682            0.002197011900            6.238919822313            0.005424952198
   158000          1.569818941000            0.001124305989            6.272402978083            0.016743073830            0.433222607507            0.000873698156            1.420700237445            0.002190036502            6.238355094620            0.005408717723
   159000          1.569836646566            0.001120712421            6.271582991387            0.016688156930            0.433337955103            0.000870825731            1.420411103899            0.002182836400            6.238440969571            0.005391997083
   160000          1.569826791370            0.001117257227            6.270080511648            0.016634336345            0.433191738139            0.000868077689            1.420777615476            0.002175948080            6.238713384226            0.005374135706
   161000          1.569738706813            0.001113932623            6.270809018645            0.016582514173            0.433184252421            0.000865397568            1.420796379388            0.002169230013            6.238606308656            0.005357136892
   162000          1.569817137633            0.001110319087            6.270576966571            0.016530264452            0.433137877826            0.000862704944            1.420912623260            0.002162480606            6.238372010572            0.005339972919
   163000          1.569689724146            0.001107128051            6.270253859891            0.016479469234            0.433219516903            0.000860173683            1.420707984439            0.002156135675            6.237706374524            0.005324259467
   164000          1.569597730005            0.001104018379            6.267969244369            0.016429429396            0.433267932616            0.000857476082            1.420586624245            0.002149373792            6.237679854965            0.005308297594
   165000          1.569705402250            0.001100629019            6.267190508132            0.016377796062            0.433402405549            0.000854883730            1.420249550590            0.002142875729            6.237677465594            0.005292383431
   166000          1.569632955961            0.001097391753            6.265941803992            0.016327529246            0.433380679124            0.000852337600            1.420304010659            0.002136493529            6.237418592810            0.005276157574
   167000          1.569572716129            0.001094050961            6.265551433303            0.016277398197            0.433300046866            0.000849841171            1.420506125758            0.002130235909            6.237082425217            0.005260484354
   168000          1.569574517690            0.001090906721            6.265832060959            0.016230204669            0.433262766124            0.000847332623            1.420599574719            0.002123947911            6.237582230486            0.005243814932
