 #APARTAT F:
  0.12886518888343057        3.0350115933563901       2.13694701834252765E-002  5.35141706156603831E-004   6.9186419085918089     
  6.43519528967319149E-002   3.0205168682271690      -9.25706294336930413E-002  1.00421735551759171E-002   6.9071864924852573     
  4.28834114799739805E-002   3.0155319446275271      -0.12047500707343745       1.70088601515759434E-002   6.9029113421498520     
  3.21558538864845575E-002   3.0131999740041926      -0.13201304149172705       2.04227849108161510E-002   6.9008525088406056     
  2.57214659152020034E-002   3.0118729630146293      -0.13804925768605797       2.23331221261776937E-002   6.8996641727095609     
  2.14327679718586094E-002   3.0110228159057275      -0.14167857708932222       2.35228350070957187E-002   6.8988964819474621     
  1.83698500766305110E-002   3.0104338082550828      -0.14407007789445575       2.43236570443529782E-002   6.8983616785118125     
  1.60729010204716492E-002   3.0100025167624844      -0.14575115973522687       2.48946100361292430E-002   6.8979685593844193     
  1.42865269142786345E-002   3.0096734771459706      -0.14699085570098588       2.53198964762203771E-002   6.8976677792471666     
  1.28575169703647914E-002   3.0094143821589747      -0.14793937162400694       2.56477238396555021E-002   6.8974304110193385     
  1.16883860796746543E-002   3.0092051813413345      -0.14868657885932920       2.59074594526072580E-002   6.8972384151540682     
  1.07141509407144824E-002   3.0090327907940737      -0.14928927447920512       2.61179150092118520E-002   6.8970799753737744     
  9.88982695989397941E-003   3.0088883182014512      -0.14978498164215037       2.62916492877413935E-002   6.8969470364100154     
  9.18328458019089175E-003   3.0087655132573317      -0.15019941645933768       2.64373414508502630E-002   6.8968339221197530     
  8.57096355467391359E-003   3.0086598567040230      -0.15055075504205945       2.65611677856260053E-002   6.8967365197851054     
  8.03519461861053330E-003   3.0085680012071139      -0.15085218617969912       2.66676352443686732E-002   6.8966517777631022     
  7.56246659280611876E-003   3.0084874153967527      -0.15111349896293960       2.67601049634636906E-002   6.8965773847613221     
  7.14227119940113921E-003   3.0084161499940762      -0.15134210378511007       2.68411316930894789E-002   6.8965115586018024     
  6.76631272068545925E-003   3.0083526798851312      -0.15154370833151762       2.69126900799235361E-002   6.8964529032815403     
  6.42795478990983941E-003   3.0082957948904046      -0.15172277671002987       2.69763292647674825E-002   6.8964003099263689     
  6.12182526068446274E-003   3.0082445225878547      -0.15188284841096639       2.70332808297991389E-002   6.8963528866967279     
  5.84352885151594517E-003   3.0081980727445123      -0.15202676438698839       2.70845356523166589E-002   6.8963099082466375     
  5.58943476078799933E-003   3.0081557966035550      -0.15215683024650870       2.71308995984353846E-002   6.8962707786464961     
  5.35651738352836779E-003   3.0081171566321041      -0.15227493592950520       2.71730345066424767E-002   6.8962350038010589     
  5.14223525997487777E-003   3.0080817036853524      -0.15238264481018418       2.72114887961094724E-002   6.8962021706071797     
  4.94443796177409384E-003   3.0080490595782270      -0.15248126095055950       2.72467206340694726E-002   6.8961719310320815     
  4.76129367205193124E-003   3.0080189036179377      -0.15257188042780315       2.72791156608701499E-002   6.8961439897994588     
  4.59123228542627007E-003   3.0079909620934959      -0.15265543100834789       2.73090007222786639E-002   6.8961180947717171     
  4.43290028144571139E-003   3.0079649999771743      -0.15273270310669373       2.73366546073563893E-002   6.8960940293506390     
  4.28512462409274143E-003   3.0079408143366133      -0.15280437416020343       2.73623165185446632E-002   6.8960716064406533     
  4.14688364904337425E-003   3.0079182290369824      -0.15287102807142156       2.73861928401719044E-002   6.8960506635911027     
  4.01728340999209319E-003   3.0078970904637559      -0.15293317068937459       2.74084625356703741E-002   6.8960310590721212     
  3.89553832597081635E-003   3.0078772640394051      -0.15299124240982384       2.74292815477751792E-002   6.8960126686771934     
  3.78095524409800734E-003   3.0078586313627329      -0.15304562838389765       2.74487863680727764E-002   6.8959953830958813     
  3.67292023462310185E-003   3.0078410878500947      -0.15309666688306836       2.74670969656701514E-002   6.8959791057465036     
  3.57088758694970500E-003   3.0078245407837132      -0.15314465617547868       2.74843191973893480E-002   6.8959637509821237     
  3.47437059020804136E-003   3.0078089076657450      -0.15318986028031084       2.75005468273841654E-002   6.8959492425768323     
  3.38293376962226465E-003   3.0077941148635996      -0.15323251370703761       2.75158631917704725E-002   6.8959355124796060     
  3.29618631735936925E-003   3.0077800964373220      -0.15327282545159213       2.75303426038057339E-002   6.8959224997350148     
  3.21377650881235098E-003   3.0077667931652172      -0.15331098237901555       2.75440515445533017E-002   6.8959101495862241     
  3.13538693606249183E-003   3.0077541517182782      -0.15334715205532465       2.75570496603267864E-002   6.8958984127147627     
  3.06073042231613801E-003   3.0077421239282462      -0.15338148517218475       2.75693906175294504E-002   6.8958872445661115     
  2.98954650645321274E-003   3.0077306661978915      -0.15341411760456133       2.75811228285775534E-002   6.8958766048064417     
  2.92159840698271497E-003   3.0077197389541914      -0.15344517220531245       2.75922900856851519E-002   6.8958664568184433     
  2.85667039082664618E-003   3.0077093062104336      -0.15347476029390100       2.76029320866449691E-002   6.8958567672977118     
  2.79456548532468077E-003   3.0076993351530770      -0.15350298300728768       2.76130849126589653E-002   6.8958475058716182     
  2.73510348233889063E-003   3.0076897958158160      -0.15352993240033133       2.76227814174027052E-002   6.8958386447987730     
  2.67811919185836781E-003   3.0076806607616859      -0.15355569247499234       2.76320515915715846E-002   6.8958301586755981     
  2.62346090945909504E-003   3.0076719048386797      -0.15358034000936191       2.76409228563178275E-002   6.8958220242109158     
  2.57098906767782394E-003   3.0076635049292997      -0.15360394534865515       2.76494203437569995E-002   6.8958142199946515     
  2.52057504605563039E-003   3.0076554397618707      -0.15362657301567093       2.76575671131319596E-002   6.8958067263237126     
