      #N                  I1                      Error                      I2                      Error
   100000        208.924685220029            1.135479166594            0.010003199055            0.000022368289
   101000        209.244296411810            1.130963601808            0.010004456654            0.000022260658
   102000        209.172697634650            1.125115331688            0.010002516775            0.000022151686
   103000        209.197580348300            1.119580136197            0.010004260866            0.000022042342
   104000        209.359176244309            1.114726131777            0.010008957034            0.000021937670
   105000        209.332091870036            1.109194638382            0.010008289372            0.000021831432
   106000        209.442208068099            1.104715788448            0.010009614255            0.000021729011
   107000        209.433187671825            1.099423870632            0.010008389173            0.000021627621
   108000        209.458763627158            1.094421865076            0.010008221005            0.000021527341
   109000        209.197165015738            1.088255883232            0.010009776655            0.000021428832
   110000        209.282726403999            1.083861436027            0.010006824503            0.000021330659
   111000        209.307167069066            1.078791206156            0.010005441823            0.000021235246
   112000        209.355920367920            1.074524242717            0.010007135629            0.000021134753
   113000        209.320389329339            1.069562311108            0.010007738010            0.000021036039
   114000        209.340518646440            1.064907869407            0.010004238715            0.000020942527
   115000        209.190698365594            1.059672449706            0.010003205715            0.000020851449
   116000        209.179889327272            1.054894393798            0.010001190685            0.000020759566
   117000        209.318112995907            1.050798678242            0.010003415340            0.000020672643
   118000        209.379016379735            1.046461687475            0.010003421111            0.000020586161
   119000        209.313455050451            1.041974858885            0.010002460961            0.000020494166
   120000        209.306768129154            1.037544362340            0.010001982088            0.000020405252
   121000        209.304047747527            1.033201337922            0.009999851290            0.000020323947
   122000        209.332308487075            1.029005259116            0.010000989013            0.000020238934
   123000        209.241980546502            1.024586466867            0.009999224166            0.000020157209
   124000        209.400266774071            1.020949421932            0.010001336767            0.000020076298
   125000        209.398910722175            1.017030989450            0.009998674730            0.000019995772
   126000        209.364058097007            1.012850192174            0.009998799002            0.000019916230
   127000        209.452935775518            1.009245345308            0.010002330229            0.000019837922
   128000        209.393982073756            1.004896322918            0.010001364767            0.000019761741
   129000        209.426956670220            1.000931596270            0.009999588689            0.000019685197
   130000        209.534295699278            0.997569859222            0.010000000040            0.000019607996
   131000        209.544705750532            0.993679323516            0.009998643876            0.000019534044
   132000        209.638889290337            0.990014917540            0.010000035285            0.000019460584
   133000        209.558627179018            0.985881957604            0.010001228385            0.000019389112
   134000        209.595997207037            0.982246959653            0.010002249837            0.000019316369
   135000        209.551679589573            0.978309662570            0.010002021159            0.000019244050
   136000        209.485020415433            0.974513549022            0.010005843612            0.000019170375
   137000        209.566839821112            0.971255208468            0.010004717312            0.000019100062
   138000        209.666182135770            0.967918400156            0.010006145116            0.000019029814
   139000        209.809596542725            0.964704316569            0.010002616063            0.000018960317
   140000        209.929624965125            0.961473488448            0.010004460444            0.000018891711
   141000        209.968148051444            0.958288154486            0.010003698110            0.000018824519
   142000        209.976663483743            0.954928708550            0.010002310232            0.000018756111
   143000        209.902812398812            0.951483079550            0.010002506159            0.000018692337
   144000        209.904449510136            0.948083830932            0.010004206546            0.000018629345
   145000        209.816911155358            0.944514372016            0.010002539558            0.000018563695
   146000        209.791449289751            0.940989925590            0.010004339546            0.000018499757
   147000        209.920699679059            0.938248246520            0.010003546117            0.000018434969
   148000        209.870678993389            0.934929404075            0.010002240954            0.000018372750
   149000        209.945243348005            0.932000448280            0.010006316179            0.000018313128
   150000        209.995193504225            0.928947131753            0.010007104456            0.000018254266
   151000        209.981377220779            0.925943187784            0.010009117267            0.000018194273
   152000        209.854009145258            0.922401578526            0.010011381087            0.000018133301
   153000        209.888344949867            0.919463059717            0.010009979228            0.000018073552
   154000        209.806808901379            0.916418025755            0.010009421654            0.000018013511
   155000        209.769702266875            0.913311216808            0.010010381762            0.000017957995
   156000        209.712388964753            0.910336848308            0.010011909388            0.000017900946
   157000        209.751542438439            0.907539148690            0.010012270023            0.000017844073
   158000        209.807255342315            0.904745077663            0.010012423534            0.000017787903
   159000        209.901512203779            0.902027263653            0.010011950295            0.000017729902
   160000        209.825617240351            0.898989874709            0.010013283078            0.000017673591
   161000        209.764373846812            0.895974374639            0.010015000947            0.000017616338
   162000        209.750151118334            0.893307470725            0.010015057816            0.000017561927
   163000        209.693110728736            0.890387169938            0.010013738803            0.000017509615
   164000        209.728780273158            0.887649292367            0.010016562386            0.000017454779
   165000        209.710367409179            0.884823846831            0.010016412804            0.000017402307
   166000        209.792095680652            0.882378775971            0.010015033294            0.000017350350
   167000        209.768828232842            0.879732066038            0.010015920643            0.000017298247
   168000        209.601256449352            0.876798730398            0.010012650665            0.000017246519
   169000        209.574053968085            0.874122502444            0.010013390860            0.000017194512
   170000        209.532637260724            0.871500094045            0.010012229242            0.000017142731
   171000        209.498147930692            0.868932323959            0.010011829443            0.000017092559
   172000        209.475775426104            0.866318549946            0.010012438334            0.000017042958
   173000        209.367647898608            0.863498724874            0.010011259951            0.000016994478
   174000        209.393518577817            0.861005775531            0.010011984109            0.000016947670
   175000        209.262717630882            0.858262825247            0.010011643315            0.000016899028
   176000        209.291373678962            0.855875935426            0.010014569603            0.000016852550
   177000        209.207328030185            0.853148540619            0.010014290200            0.000016805635
   178000        209.158199829332            0.850702075813            0.010012902422            0.000016756595
   179000        209.182633792066            0.848372428994            0.010012738235            0.000016709462
   180000        209.269415252552            0.846287309968            0.010011062658            0.000016663452
   181000        209.332929057034            0.844078898556            0.010011401863            0.000016614490
   182000        209.366856491134            0.841793806610            0.010011477883            0.000016567587
   183000        209.428925732442            0.839739394549            0.010010365801            0.000016522143
   184000        209.351664082245            0.837334761420            0.010009267696            0.000016477155
   185000        209.401184686532            0.835198132014            0.010007747032            0.000016432194
   186000        209.434784446837            0.833134132877            0.010005923303            0.000016389183
   187000        209.427769159190            0.830914549048            0.010005239847            0.000016344699
   188000        209.456955006915            0.828809725373            0.010002064666            0.000016301586
   189000        209.403123147857            0.826484390275            0.010002841340            0.000016259677
   190000        209.417502176451            0.824395066074            0.010003594685            0.000016215012
   191000        209.407306692677            0.822304376417            0.010004087569            0.000016171930
   192000        209.292311427679            0.819874787743            0.010003709239            0.000016130898
   193000        209.248695001719            0.817636428357            0.010002913962            0.000016088222
   194000        209.231711144340            0.815485711762            0.010001377246            0.000016048156
   195000        209.334770553748            0.813744529206            0.010001747424            0.000016008664
   196000        209.361203881688            0.811605520573            0.010004246375            0.000015966827
   197000        209.383410975438            0.809655077256            0.010001879697            0.000015926338
   198000        209.462280390563            0.807811239262            0.010001061490            0.000015887455
   199000        209.465975320414            0.805670120269            0.010001352962            0.000015847721
   200000        209.459126551752            0.803485948454            0.010001253258            0.000015810108
   201000        209.490222606915            0.801554757482            0.010001626750            0.000015770236
   202000        209.347209765872            0.799154633822            0.009999933497            0.000015731941
   203000        209.463814443802            0.797539362991            0.009996343793            0.000015693649
   204000        209.552583979053            0.795801792294            0.009997673173            0.000015655683
   205000        209.486989736160            0.793842685506            0.009999499803            0.000015617175
   206000        209.451561090292            0.791820760439            0.009999693091            0.000015579682
   207000        209.543187144647            0.790243927266            0.009999180897            0.000015541674
   208000        209.581085910713            0.788416065683            0.009999982378            0.000015503276
   209000        209.708402894018            0.786824126618            0.009999965575            0.000015466051
   210000        209.769767326112            0.785076095949            0.009999395716            0.000015429459
   211000        209.784456171958            0.783281650190            0.009996647057            0.000015393123
   212000        209.851961200773            0.781780963143            0.009996417434            0.000015356100
   213000        209.860162551041            0.779955886851            0.009997794313            0.000015320249
   214000        209.831078508927            0.778074364743            0.009998203083            0.000015285994
   215000        209.791559187420            0.776161318714            0.009995880112            0.000015250873
   216000        209.778980250194            0.774226425922            0.009998749274            0.000015214529
   217000        209.688929321373            0.772192463247            0.009999058840            0.000015179484
   218000        209.675756134346            0.770397874106            0.009998954001            0.000015144582
   219000        209.756347419183            0.768765326604            0.009998278563            0.000015111638
   220000        209.769866973688            0.766986778576            0.009997065388            0.000015078323
   221000        209.739880078236            0.765195214183            0.009996858251            0.000015043076
   222000        209.716619956627            0.763415264031            0.009996358223            0.000015008836
   223000        209.758830073353            0.761840402102            0.009995478849            0.000014975456
   224000        209.834165950900            0.760264512122            0.009996046993            0.000014942311
   225000        209.814187500501            0.758602816889            0.009996818853            0.000014909832
   226000        209.761348791041            0.756679738834            0.009997620509            0.000014877558
   227000        209.717549393055            0.754900971011            0.009997502931            0.000014844015
   228000        209.705084177519            0.753159510421            0.009997098785            0.000014811829
   229000        209.724372808803            0.751555886551            0.009997292039            0.000014779525
   230000        209.643853266087            0.749737916677            0.009997871764            0.000014748069
   231000        209.591463868639            0.748015361524            0.009998429769            0.000014716209
   232000        209.506410478314            0.746152472761            0.009997319998            0.000014684613
   233000        209.492541919241            0.744567526289            0.009999061019            0.000014653115
   234000        209.468658487035            0.742840446804            0.010000221314            0.000014622264
   235000        209.422216896682            0.741155982727            0.009998926992            0.000014591467
   236000        209.428578927823            0.739587811727            0.009999718105            0.000014560735
   237000        209.571548967462            0.738406848127            0.010000438310            0.000014529409
   238000        209.582159423789            0.736899507754            0.010000897957            0.000014498662
   239000        209.606134623190            0.735485015326            0.010000873320            0.000014467927
   240000        209.659365008761            0.734126794758            0.010001418403            0.000014438838
   241000        209.755798201958            0.732791986564            0.010002408127            0.000014408887
   242000        209.778951019709            0.731258414946            0.010002512063            0.000014379583
   243000        209.856829968872            0.729936753444            0.010003638930            0.000014349182
   244000        209.881020448023            0.728639151044            0.010002874614            0.000014319704
   245000        209.899589486836            0.727265746061            0.010002255454            0.000014290622
   246000        209.916442869465            0.725852648829            0.010002905716            0.000014261060
   247000        209.885466970019            0.724366736288            0.010002768221            0.000014233273
   248000        209.908740700593            0.723014367023            0.010001706469            0.000014205111
   249000        209.940753401617            0.721600085627            0.010001002835            0.000014177237
   250000        209.978485529218            0.720222090333            0.010000541084            0.000014149267
   251000        209.996517895663            0.718854180455            0.010000208310            0.000014122015
   252000        209.917272312346            0.717211582095            0.009998610936            0.000014094397
   253000        209.920840446333            0.715847595221            0.010000548684            0.000014066512
   254000        209.954766935766            0.714464624386            0.010000219944            0.000014038973
   255000        209.907747383701            0.712919311464            0.010001045746            0.000014011918
   256000        209.904970091983            0.711535217209            0.010000877039            0.000013983472
   257000        209.961663530421            0.710266575133            0.009999882562            0.000013956839
   258000        209.937959392577            0.708893958803            0.009999152266            0.000013930051
   259000        209.871090816765            0.707346569356            0.009999815496            0.000013901926
   260000        209.882396287458            0.706021336470            0.009998547805            0.000013874365
   261000        209.831437877459            0.704618571229            0.009999230220            0.000013847874
   262000        209.824145492271            0.703330207575            0.009998339779            0.000013821292
   263000        209.808727980462            0.702048884729            0.009998428395            0.000013794773
   264000        209.806714005404            0.700702582598            0.009997372039            0.000013768330
   265000        209.845630377181            0.699545761703            0.009997398795            0.000013742931
   266000        209.874389625631            0.698289585761            0.009995952649            0.000013717910
   267000        209.892404541246            0.697012158097            0.009995634015            0.000013692408
   268000        209.896392695259            0.695667485882            0.009995237536            0.000013667229
   269000        209.892815446825            0.694339193764            0.009994842188            0.000013642282
   270000        209.933452078441            0.693122716200            0.009994569324            0.000013616726
   271000        209.893993378212            0.691740901949            0.009995871191            0.000013591196
   272000        209.891308614372            0.690468312416            0.009996001454            0.000013566002
   273000        209.866682050549            0.689163897719            0.009997069290            0.000013540291
   274000        209.836824087106            0.687877380321            0.009996241737            0.000013516617
   275000        209.857603327407            0.686626383363            0.009996937630            0.000013492621
   276000        209.883049361224            0.685454625607            0.009996566140            0.000013468016
   277000        209.872734784548            0.684142337453            0.009996268539            0.000013443819
   278000        209.859187672486            0.682851160053            0.009996785818            0.000013419181
   279000        209.866066733980            0.681638474947            0.009995350444            0.000013394030
   280000        209.894783907117            0.680587990921            0.009995073526            0.000013370321
   281000        209.938511762017            0.679487773403            0.009994892347            0.000013346962
   282000        209.896174941942            0.678217772240            0.009995185080            0.000013323474
   283000        209.885264373228            0.676950825536            0.009995899600            0.000013300205
   284000        209.846046758528            0.675666901333            0.009995940287            0.000013277736
   285000        209.804426640119            0.674399461117            0.009996594247            0.000013254532
   286000        209.879634168880            0.673326581386            0.009996993129            0.000013231900
   287000        209.869670914715            0.672155110190            0.009998368728            0.000013208407
   288000        209.900817245635            0.671145420152            0.009997943170            0.000013185527
   289000        209.922226345215            0.670000752995            0.009998151198            0.000013162799
   290000        209.978384683624            0.668976584264            0.009998241971            0.000013139647
   291000        209.965543268949            0.667792991748            0.009998423636            0.000013117857
   292000        209.984356581755            0.666754187603            0.009998715480            0.000013096063
   293000        209.971251828840            0.665587213250            0.009997530008            0.000013073776
   294000        209.944903880094            0.664395215753            0.009996819924            0.000013051128
   295000        209.907950097756            0.663183175551            0.009997433989            0.000013028842
   296000        209.878165501451            0.662000939968            0.009996267819            0.000013007501
   297000        209.896340451295            0.660949310936            0.009997068619            0.000012985776
   298000        209.921728162020            0.659968526457            0.009997066320            0.000012963559
   299000        209.899354883983            0.658850961494            0.009998418014            0.000012941268
   300000        209.833821075543            0.657670634073            0.009998237895            0.000012919157
   301000        209.820640539838            0.656556760527            0.009998481895            0.000012896970
   302000        209.805924440897            0.655469085875            0.009998052996            0.000012875365
   303000        209.784304220386            0.654258598360            0.009997691172            0.000012853827
   304000        209.755964142362            0.653150850382            0.009995616017            0.000012832944
   305000        209.748755330609            0.652001734858            0.009995782222            0.000012812048
   306000        209.726234173190            0.650853025594            0.009994926727            0.000012791144
   307000        209.766827118181            0.649872811409            0.009994931043            0.000012770542
   308000        209.767486798018            0.648748006229            0.009994076851            0.000012750062
   309000        209.759078510863            0.647691563096            0.009993578998            0.000012729386
   310000        209.737102779537            0.646544603832            0.009994241884            0.000012709952
   311000        209.708774172405            0.645405961641            0.009993690893            0.000012688886
   312000        209.689202817057            0.644335797774            0.009993678660            0.000012668204
   313000        209.705782467356            0.643291545332            0.009994953333            0.000012647842
   314000        209.702627680580            0.642287708884            0.009995400928            0.000012627421
   315000        209.696409795230            0.641237170585            0.009996371780            0.000012607614
   316000        209.687472217230            0.640283740163            0.009996097542            0.000012587822
   317000        209.605101156108            0.639075400636            0.009996147665            0.000012568275
   318000        209.614529150254            0.638081119098            0.009995088461            0.000012548066
   319000        209.655145890989            0.637176944279            0.009994694936            0.000012528138
   320000        209.636344244149            0.636115185741            0.009994862022            0.000012509425
   321000        209.632576355310            0.635114858765            0.009995374252            0.000012489571
   322000        209.646643331920            0.634168475659            0.009995021034            0.000012469660
   323000        209.680058284491            0.633231802240            0.009994352052            0.000012450621
   324000        209.740915925734            0.632338171631            0.009995059117            0.000012431760
   325000        209.701640636156            0.631254792551            0.009995203675            0.000012412874
   326000        209.691293199375            0.630306966101            0.009995025657            0.000012393973
   327000        209.688008346411            0.629267289181            0.009995199509            0.000012375632
   328000        209.683479043770            0.628298848739            0.009994471002            0.000012357236
   329000        209.645652387169            0.627272654730            0.009995094551            0.000012338412
   330000        209.593039861564            0.626211991261            0.009994508917            0.000012319574
   331000        209.607871031953            0.625299971082            0.009994800792            0.000012301155
   332000        209.586541370444            0.624338623821            0.009994717792            0.000012282536
   333000        209.608512945653            0.623453640769            0.009994966756            0.000012263786
   334000        209.583338382053            0.622455006143            0.009995371117            0.000012244887
   335000        209.603079237701            0.621530490623            0.009995925189            0.000012226961
   336000        209.621370125259            0.620629078999            0.009996766247            0.000012208344
   337000        209.617325605646            0.619701131604            0.009996304813            0.000012190450
   338000        209.608223192730            0.618797309381            0.009996456575            0.000012171590
   339000        209.606627347651            0.617873694387            0.009996757848            0.000012153235
   340000        209.666490845609            0.617095614751            0.009996533532            0.000012136320
   341000        209.669528718405            0.616135611290            0.009995175748            0.000012118294
   342000        209.621396212894            0.615121431289            0.009996478535            0.000012100931
   343000        209.647141098551            0.614256281448            0.009996043784            0.000012083188
   344000        209.612791393142            0.613327473098            0.009997469773            0.000012064733
   345000        209.607229843491            0.612381492002            0.009998921270            0.000012046583
   346000        209.599627042812            0.611468407264            0.009999009174            0.000012029109
   347000        209.583589761883            0.610527657837            0.009999653499            0.000012011564
   348000        209.600861229506            0.609682436194            0.009998469954            0.000011994071
   349000        209.616315023460            0.608835237721            0.009998382564            0.000011976740
   350000        209.674397878404            0.608054342327            0.009998956763            0.000011959748
   351000        209.726547015523            0.607290074636            0.009998867936            0.000011942971
   352000        209.714373908137            0.606395090339            0.009999193889            0.000011926186
   353000        209.648463651754            0.605398261214            0.009999158369            0.000011909130
   354000        209.594559633923            0.604450540972            0.009999185558            0.000011892089
   355000        209.605685052709            0.603590019524            0.009999136647            0.000011875283
   356000        209.611671790397            0.602747148963            0.009998080788            0.000011858156
   357000        209.578647478521            0.601801097862            0.009997277850            0.000011841185
   358000        209.620146833149            0.601092741163            0.009997057706            0.000011824177
   359000        209.607961743248            0.600271178125            0.009997012277            0.000011807959
   360000        209.585212415677            0.599403045419            0.009996980124            0.000011791373
   361000        209.574202296466            0.598545031596            0.009997187377            0.000011775276
   362000        209.634306304462            0.597851583656            0.009997045527            0.000011759037
   363000        209.617545590295            0.596992440305            0.009996882144            0.000011742703
   364000        209.602637768165            0.596160227366            0.009996833518            0.000011725967
   365000        209.616091969859            0.595341884938            0.009997620872            0.000011709979
   366000        209.639379418277            0.594575523052            0.009998024886            0.000011693575
   367000        209.657781472016            0.593773486214            0.009998337471            0.000011677825
   368000        209.697838302185            0.593065200587            0.009998825585            0.000011662143
   369000        209.630985103283            0.592164630926            0.009997875036            0.000011646775
   370000        209.656276676368            0.591435093443            0.009997909824            0.000011631086
   371000        209.672811207578            0.590650833485            0.009999385884            0.000011615868
   372000        209.659779538666            0.589819063300            0.009999649050            0.000011599884
   373000        209.658206962794            0.589021538311            0.009999873622            0.000011584070
   374000        209.697668472247            0.588331605276            0.009999659393            0.000011568015
   375000        209.712016524998            0.587574698529            0.010000161264            0.000011552788
   376000        209.736108477114            0.586860445269            0.009999243409            0.000011537451
   377000        209.698132874740            0.586008157023            0.009999096794            0.000011521866
   378000        209.744799718492            0.585294391310            0.009999075220            0.000011506946
   379000        209.769774365419            0.584624475490            0.009997833490            0.000011491885
   380000        209.766714102239            0.583857122672            0.009999077501            0.000011477214
   381000        209.803735885189            0.583193077745            0.009999903374            0.000011461855
   382000        209.768951191966            0.582380314773            0.010000340629            0.000011447352
   383000        209.767154081126            0.581601757670            0.010000143594            0.000011432482
   384000        209.761989192708            0.580824780470            0.009999963515            0.000011417705
   385000        209.778547892513            0.580157474030            0.009999880756            0.000011402745
   386000        209.775467247604            0.579370663453            0.010000256456            0.000011387451
   387000        209.785288567730            0.578653886878            0.010000434814            0.000011373339
   388000        209.782085620377            0.577914544834            0.010000995939            0.000011359127
   389000        209.756331873919            0.577074196788            0.010001607756            0.000011344610
   390000        209.742348593736            0.576293281984            0.010000750119            0.000011330117
   391000        209.733848324121            0.575559701600            0.010000091509            0.000011315692
   392000        209.758585148159            0.574839781960            0.010000430446            0.000011301063
   393000        209.771545187907            0.574090026424            0.010000309683            0.000011285941
   394000        209.774677659815            0.573379414578            0.010000676382            0.000011271533
   395000        209.805351593791            0.572705857606            0.010000476969            0.000011257300
   396000        209.767125225772            0.571919083560            0.010001504733            0.000011242790
   397000        209.777680076520            0.571230805388            0.010000647467            0.000011228871
   398000        209.752969858945            0.570431251788            0.010000111042            0.000011214819
   399000        209.747831843888            0.569764203888            0.010000489680            0.000011200926
   400000        209.783774732313            0.569102708519            0.010000361927            0.000011186889
   401000        209.745772617624            0.568361787719            0.010000616520            0.000011173160
   402000        209.756637432853            0.567702643627            0.010001029377            0.000011159235
   403000        209.768683387444            0.567001888998            0.010001810997            0.000011145335
   404000        209.740871122729            0.566218818063            0.010001637609            0.000011131598
   405000        209.770656385298            0.565537180971            0.010001689198            0.000011117795
   406000        209.747358700489            0.564763667707            0.010001834539            0.000011104778
   407000        209.742023931403            0.564029237041            0.010001445846            0.000011090823
   408000        209.782703894172            0.563428335605            0.010001934070            0.000011077648
   409000        209.799948350750            0.562774128066            0.010001140107            0.000011063683
   410000        209.795817353999            0.562093089622            0.010000576841            0.000011050135
   411000        209.724236410962            0.561285777100            0.010000266221            0.000011036757
   412000        209.725767544063            0.560627254173            0.009999772081            0.000011023315
   413000        209.725993086891            0.559952775623            0.009999974462            0.000011009759
   414000        209.684378707049            0.559192472599            0.009999588970            0.000010996783
   415000        209.708182712947            0.558574553728            0.009998892106            0.000010983788
   416000        209.697443136235            0.557899398549            0.009998069850            0.000010970413
   417000        209.656477863864            0.557131730217            0.009999048331            0.000010957901
   418000        209.680430127991            0.556530328567            0.009999707467            0.000010944530
   419000        209.665318903791            0.555848605092            0.009998851433            0.000010931313
   420000        209.693276914125            0.555218837653            0.009999093349            0.000010918385
   421000        209.710804245881            0.554567590001            0.009998714228            0.000010905550
   422000        209.661521376721            0.553808888931            0.009999395641            0.000010892757
   423000        209.678144456953            0.553198212682            0.009999291197            0.000010880326
   424000        209.674152083166            0.552541669643            0.009999031514            0.000010867100
   425000        209.674604949258            0.551863019032            0.009998345432            0.000010854433
   426000        209.665325716819            0.551184250129            0.009999079585            0.000010841447
   427000        209.611649672418            0.550466832155            0.010000457973            0.000010829007
   428000        209.603724702669            0.549774524627            0.010000996355            0.000010816634
   429000        209.582816930605            0.549096293297            0.010000608607            0.000010803796
   430000        209.554169529354            0.548407219159            0.010000719618            0.000010790822
   431000        209.655249683796            0.547963860416            0.010000405213            0.000010778586
   432000        209.653560488670            0.547368160326            0.010000739997            0.000010765827
   433000        209.629613798133            0.546713359850            0.010000143127            0.000010753714
   434000        209.620465243178            0.546065319234            0.010000017816            0.000010741236
   435000        209.642434943283            0.545473428761            0.010001017089            0.000010729038
